Connecting to host 192.168.2.22, port 5201
[  4] local 192.168.1.11 port 46752 connected to 192.168.2.22 port 5201
[  4]  21.00-22.00  sec  0.00 Bytes  0.00 KBytes/sec    1   1.41 KBytes       
[  4]  22.00-23.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  23.00-24.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  24.00-25.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  25.00-26.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  26.00-27.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  27.00-28.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  28.00-29.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  29.00-30.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  30.00-31.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  31.00-32.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  32.00-33.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  33.00-34.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  34.00-35.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  35.00-36.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  36.00-37.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  37.00-38.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  38.00-39.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  39.00-40.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  40.00-41.00  sec   115 MBytes  117846 KBytes/sec  728    221 KBytes       
[  4]  41.00-42.00  sec  8.75 MBytes  8954 KBytes/sec    2   1.41 KBytes       
[  4]  42.00-43.00  sec  3.75 MBytes  3842 KBytes/sec  137   1.41 KBytes       
[  4]  43.00-44.00  sec  90.0 MBytes  92181 KBytes/sec  1205   69.3 KBytes       
[  4]  44.00-45.00  sec   102 MBytes  104959 KBytes/sec   16    195 KBytes       
[  4]  45.00-46.00  sec   101 MBytes  103641 KBytes/sec  848    284 KBytes       
[  4]  46.00-47.00  sec   102 MBytes  105006 KBytes/sec  144    202 KBytes       
[  4]  47.00-48.00  sec   109 MBytes  111349 KBytes/sec  120   14.1 KBytes       
[  4]  48.00-49.00  sec   104 MBytes  106202 KBytes/sec  1336    199 KBytes       
[  4]  49.00-50.00  sec  93.8 MBytes  96029 KBytes/sec  835    117 KBytes       
[  4]  50.00-51.00  sec   109 MBytes  111375 KBytes/sec  535    170 KBytes       
[  4]  51.00-52.00  sec   100 MBytes  102351 KBytes/sec  977    226 KBytes       
[  4]  52.00-53.00  sec   116 MBytes  119101 KBytes/sec  227   67.9 KBytes       
[  4]  53.00-54.00  sec  17.5 MBytes  17912 KBytes/sec    2    157 KBytes       
[  4]  54.00-55.00  sec  15.0 MBytes  15365 KBytes/sec  289   2.83 KBytes       
[  4]  55.00-56.00  sec  0.00 Bytes  0.00 KBytes/sec    2   1.41 KBytes       
[  4]  56.00-57.00  sec  0.00 Bytes  0.00 KBytes/sec    1   2.83 KBytes       
[  4]  57.00-58.00  sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4]  58.00-59.00  sec  0.00 Bytes  0.00 KBytes/sec    8   2.83 KBytes       
[  4]  59.00-60.00  sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4]  60.00-61.00  sec  0.00 Bytes  0.00 KBytes/sec    2   2.83 KBytes       
[  4]  61.00-62.00  sec  0.00 Bytes  0.00 KBytes/sec   26   12.7 KBytes       
[  4]  62.00-63.00  sec  61.2 MBytes  62780 KBytes/sec   69    235 KBytes       
[  4]  63.00-64.00  sec  25.0 MBytes  25589 KBytes/sec   73   1.41 KBytes       
[  4]  64.00-65.00  sec  3.75 MBytes  3839 KBytes/sec   12   1.41 KBytes       
[  4]  65.00-66.00  sec  0.00 Bytes  0.00 KBytes/sec    6   1.41 KBytes       
[  4]  66.00-67.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  67.00-68.00  sec  28.8 MBytes  29456 KBytes/sec  120    358 KBytes       
[  4]  68.00-69.00  sec   101 MBytes  103685 KBytes/sec  330    178 KBytes       
[  4]  69.00-70.00  sec   131 MBytes  134413 KBytes/sec  291    291 KBytes       
[  4]  70.00-71.00  sec  51.2 MBytes  52438 KBytes/sec   58   1.41 KBytes       
[  4]  71.00-72.00  sec  15.0 MBytes  15370 KBytes/sec  334    320 KBytes       
[  4]  72.00-73.00  sec   119 MBytes  121611 KBytes/sec  440    226 KBytes       
[  4]  73.00-74.00  sec   126 MBytes  129274 KBytes/sec  433    228 KBytes       
[  4]  74.00-75.00  sec  41.2 MBytes  42236 KBytes/sec    0    230 KBytes       
[  4]  75.00-76.00  sec  2.50 MBytes  2559 KBytes/sec    0    359 KBytes       
[  4]  76.00-77.00  sec  2.50 MBytes  2561 KBytes/sec    0    462 KBytes       
[  4]  77.00-78.00  sec  3.75 MBytes  3838 KBytes/sec    0    547 KBytes       
[  4]  78.00-79.00  sec  3.75 MBytes  3841 KBytes/sec   99    120 KBytes       
[  4]  79.00-80.00  sec  7.50 MBytes  7673 KBytes/sec   23   2.83 KBytes       
[  4]  80.00-81.00  sec  0.00 Bytes  0.00 KBytes/sec    4   2.83 KBytes       
[  4]  81.00-82.00  sec  0.00 Bytes  0.00 KBytes/sec    4   2.83 KBytes       
[  4]  82.00-83.00  sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4]  83.00-84.00  sec  0.00 Bytes  0.00 KBytes/sec    1   1.41 KBytes       
[  4]  84.00-85.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  85.00-86.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  86.00-87.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  87.00-88.00  sec  0.00 Bytes  0.00 KBytes/sec    1   1.41 KBytes       
[  4]  88.00-89.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  89.00-90.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  90.00-91.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  91.00-92.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  92.00-93.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  93.00-94.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  94.00-95.00  sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4]  95.00-96.00  sec  0.00 Bytes  0.00 KBytes/sec    3   2.83 KBytes       
[  4]  96.00-97.00  sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4]  97.00-98.00  sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4]  98.00-99.00  sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4]  99.00-100.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 100.00-101.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 101.00-102.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 102.00-103.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 103.00-104.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 104.00-105.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 105.00-106.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 106.00-107.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 107.00-108.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 108.00-109.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 109.00-110.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 110.00-111.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 111.00-112.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 112.00-113.00 sec  10.0 MBytes  10247 KBytes/sec   68   2.83 KBytes       
[  4] 113.00-114.00 sec  0.00 Bytes  0.00 KBytes/sec    4   2.83 KBytes       
[  4] 114.00-115.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 115.00-116.00 sec  0.00 Bytes  0.00 KBytes/sec    6   2.83 KBytes       
[  4] 116.00-117.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 117.00-118.00 sec  0.00 Bytes  0.00 KBytes/sec    3   2.83 KBytes       
[  4] 118.00-119.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 119.00-120.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 120.00-121.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 121.00-122.00 sec  1.25 MBytes  1281 KBytes/sec   68   59.4 KBytes       
[  4] 122.00-123.00 sec  1.25 MBytes  1280 KBytes/sec    0    150 KBytes       
[  4] 123.00-124.00 sec  1.25 MBytes  1280 KBytes/sec    0    201 KBytes       
[  4] 124.00-125.00 sec  1.25 MBytes  1280 KBytes/sec    0    283 KBytes       
[  4] 125.00-126.00 sec  2.50 MBytes  2559 KBytes/sec   14   2.83 KBytes       
[  4] 126.00-127.00 sec  0.00 Bytes  0.00 KBytes/sec    4   2.83 KBytes       
[  4] 127.00-128.00 sec  0.00 Bytes  0.00 KBytes/sec   11   2.83 KBytes       
[  4] 128.00-129.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 129.00-130.00 sec  0.00 Bytes  0.00 KBytes/sec    1   1.41 KBytes       
[  4] 130.00-131.00 sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4] 131.00-132.00 sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4] 132.00-133.00 sec  0.00 Bytes  0.00 KBytes/sec    1   1.41 KBytes       
[  4] 133.00-134.00 sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4] 134.00-135.00 sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4] 135.00-136.00 sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4] 136.00-137.00 sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4] 137.00-138.00 sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4] 138.00-139.00 sec  0.00 Bytes  0.00 KBytes/sec    3   2.83 KBytes       
[  4] 139.00-140.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 140.00-141.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 141.00-142.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 142.00-143.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 143.00-144.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 144.00-145.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 145.00-146.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 146.00-147.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 147.00-148.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 148.00-149.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 149.00-150.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 150.00-151.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 151.00-152.00 sec  0.00 Bytes  0.00 KBytes/sec    1   1.41 KBytes       
[  4] 152.00-153.00 sec  0.00 Bytes  0.00 KBytes/sec    3   2.83 KBytes       
[  4] 153.00-154.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 154.00-155.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 155.00-156.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 156.00-157.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 157.00-158.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 158.00-159.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 159.00-160.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 160.00-161.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 161.00-162.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 162.00-163.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 163.00-164.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 164.00-165.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 165.00-166.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 166.00-167.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 167.00-168.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 168.00-169.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 169.00-170.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 170.00-171.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 171.00-172.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 172.00-173.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 173.00-174.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 174.00-175.00 sec  23.8 MBytes  24335 KBytes/sec   37    247 KBytes       
[  4] 175.00-176.00 sec  5.00 MBytes  5121 KBytes/sec    6   2.83 KBytes       
[  4] 176.00-177.00 sec  33.8 MBytes  34563 KBytes/sec  210    127 KBytes       
[  4] 177.00-178.00 sec  72.5 MBytes  74164 KBytes/sec  568    173 KBytes       
[  4] 178.00-179.00 sec  1.25 MBytes  1279 KBytes/sec    0    185 KBytes       
[  4] 179.00-180.00 sec  2.50 MBytes  2564 KBytes/sec    0    276 KBytes       
[  4] 180.00-181.00 sec  2.50 MBytes  2559 KBytes/sec    0    345 KBytes       
[  4] 181.00-182.00 sec  1.25 MBytes  1280 KBytes/sec    1   1.41 KBytes       
[  4] 182.00-183.00 sec  2.50 MBytes  2560 KBytes/sec    1    506 KBytes       
[  4] 183.00-184.00 sec  11.2 MBytes  11521 KBytes/sec    0   1.06 MBytes       
[  4] 184.00-185.00 sec  1.25 MBytes  1279 KBytes/sec    7   2.83 KBytes       
[  4] 185.00-186.00 sec  0.00 Bytes  0.00 KBytes/sec    8   2.83 KBytes       
[  4] 186.00-187.00 sec  0.00 Bytes  0.00 KBytes/sec    2   2.83 KBytes       
[  4] 187.00-188.00 sec  0.00 Bytes  0.00 KBytes/sec   44   8.48 KBytes       
[  4] 188.00-189.00 sec  1.25 MBytes  1280 KBytes/sec  114   79.2 KBytes       
[  4] 189.00-190.00 sec  2.50 MBytes  2560 KBytes/sec    0    188 KBytes       
[  4] 190.00-191.00 sec  3.75 MBytes  3840 KBytes/sec   24   2.83 KBytes       
[  4] 191.00-192.00 sec  26.2 MBytes  26881 KBytes/sec  187    253 KBytes       
[  4] 192.00-193.00 sec   110 MBytes  112673 KBytes/sec  448    126 KBytes       
[  4] 193.00-194.00 sec  72.5 MBytes  74227 KBytes/sec  315    109 KBytes       
[  4] 194.00-195.00 sec  12.5 MBytes  12801 KBytes/sec   84    127 KBytes       
[  4] 195.00-196.00 sec  17.5 MBytes  17910 KBytes/sec   91   2.83 KBytes       
[  4] 196.00-197.00 sec  1.25 MBytes  1280 KBytes/sec   48   2.83 KBytes       
[  4] 197.00-198.00 sec  7.50 MBytes  7685 KBytes/sec  136   1.41 KBytes       
[  4] 198.00-199.00 sec  0.00 Bytes  0.00 KBytes/sec    1   1.41 KBytes       
[  4] 199.00-200.00 sec  3.75 MBytes  3843 KBytes/sec   15   1.41 KBytes       
[  4] 200.00-201.00 sec  0.00 Bytes  0.00 KBytes/sec    2   1.41 KBytes       
[  4] 201.00-202.00 sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4] 202.00-203.00 sec  0.00 Bytes  0.00 KBytes/sec    1   1.41 KBytes       
[  4] 203.00-204.00 sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4] 204.00-205.00 sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4] 205.00-206.00 sec  1.25 MBytes  1281 KBytes/sec    1    303 KBytes       
[  4] 206.00-207.00 sec  3.75 MBytes  3842 KBytes/sec    0    539 KBytes       
[  4] 207.00-208.00 sec  0.00 Bytes  0.00 KBytes/sec    1   1.41 KBytes       
[  4] 208.00-209.00 sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4] 209.00-210.00 sec  3.75 MBytes  3842 KBytes/sec    1    721 KBytes       
[  4] 210.00-211.00 sec  5.00 MBytes  5121 KBytes/sec   54    509 KBytes       
[  4] 211.00-212.00 sec  3.75 MBytes  3839 KBytes/sec    1    741 KBytes       
[  4] 212.00-213.00 sec  0.00 Bytes  0.00 KBytes/sec    1   1.41 KBytes       
[  4] 213.00-214.00 sec  6.25 MBytes  6405 KBytes/sec   56    916 KBytes       
[  4] 214.00-215.00 sec  6.25 MBytes  6396 KBytes/sec    7   2.83 KBytes       
[  4] 215.00-216.00 sec  60.0 MBytes  61504 KBytes/sec  829    288 KBytes       
[  4] 216.00-217.00 sec   121 MBytes  124134 KBytes/sec  433    208 KBytes       
[  4] 217.00-218.00 sec   102 MBytes  104957 KBytes/sec   96    205 KBytes       
[  4] 218.00-219.00 sec  27.5 MBytes  28161 KBytes/sec  161    404 KBytes       
[  4] 219.00-220.00 sec  18.8 MBytes  19199 KBytes/sec  125    209 KBytes       
[  4] 220.00-221.00 sec  90.0 MBytes  92164 KBytes/sec  223    240 KBytes       
[  4] 221.00-222.00 sec   112 MBytes  115207 KBytes/sec  361    122 KBytes       
[  4] 222.00-223.00 sec   119 MBytes  121621 KBytes/sec  198    235 KBytes       
[  4] 223.00-224.00 sec   102 MBytes  104948 KBytes/sec  444   73.5 KBytes       
[  4] 224.00-225.00 sec  11.2 MBytes  11521 KBytes/sec    0    174 KBytes       
[  4] 225.00-226.00 sec  1.25 MBytes  1280 KBytes/sec    0    181 KBytes       
[  4] 226.00-227.00 sec  1.25 MBytes  1280 KBytes/sec    0    185 KBytes       
[  4] 227.00-228.00 sec  1.25 MBytes  1280 KBytes/sec    0    199 KBytes       
[  4] 228.00-229.00 sec  1.25 MBytes  1280 KBytes/sec    0    205 KBytes       
[  4] 229.00-230.00 sec  57.5 MBytes  58884 KBytes/sec   83   86.3 KBytes       
[  4] 230.00-231.00 sec  27.5 MBytes  28151 KBytes/sec  441   4.24 KBytes       
[  4] 231.00-232.00 sec  7.50 MBytes  7684 KBytes/sec   20   2.83 KBytes       
[  4] 232.00-233.00 sec  0.00 Bytes  0.00 KBytes/sec    8   2.83 KBytes       
[  4] 233.00-234.00 sec  0.00 Bytes  0.00 KBytes/sec    4   2.83 KBytes       
[  4] 234.00-235.00 sec  60.0 MBytes  61535 KBytes/sec  985    264 KBytes       
[  4] 235.00-236.00 sec   104 MBytes  106215 KBytes/sec  421    228 KBytes       
[  4] 236.00-237.00 sec  31.2 MBytes  31973 KBytes/sec   17   1.41 KBytes       
[  4] 237.00-238.00 sec  0.00 Bytes  0.00 KBytes/sec    1   1.41 KBytes       
[  4] 238.00-239.00 sec  1.25 MBytes  1281 KBytes/sec    7   18.4 KBytes       
[  4] 239.00-240.00 sec  0.00 Bytes  0.00 KBytes/sec    1   18.4 KBytes       
[  4] 240.00-241.00 sec  0.00 Bytes  0.00 KBytes/sec    0   29.7 KBytes       
[  4] 241.00-242.00 sec  0.00 Bytes  0.00 KBytes/sec    1   1.41 KBytes       
[  4] 242.00-243.00 sec  0.00 Bytes  0.00 KBytes/sec    1   1.41 KBytes       
[  4] 243.00-244.00 sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4] 244.00-245.00 sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4] 245.00-246.00 sec  41.2 MBytes  42244 KBytes/sec   61    216 KBytes       
[  4] 246.00-247.00 sec  15.0 MBytes  15349 KBytes/sec   11   2.83 KBytes       
[  4] 247.00-248.00 sec  0.00 Bytes  0.00 KBytes/sec    1   1.41 KBytes       
[  4] 248.00-249.00 sec  0.00 Bytes  0.00 KBytes/sec    3   2.83 KBytes       
[  4] 249.00-250.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 250.00-251.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 251.00-252.00 sec  62.5 MBytes  64033 KBytes/sec  982    215 KBytes       
[  4] 252.00-253.00 sec   125 MBytes  128082 KBytes/sec  225    321 KBytes       
[  4] 253.00-254.00 sec   124 MBytes  126652 KBytes/sec  693    156 KBytes       
[  4] 254.00-255.00 sec   115 MBytes  117828 KBytes/sec  438   91.9 KBytes       
[  4] 255.00-256.00 sec   108 MBytes  110017 KBytes/sec  207    242 KBytes       
[  4] 256.00-257.00 sec  92.5 MBytes  94769 KBytes/sec   81    201 KBytes       
[  4] 257.00-258.00 sec  91.2 MBytes  93440 KBytes/sec  510    192 KBytes       
[  4] 258.00-259.00 sec  43.8 MBytes  44792 KBytes/sec   14    184 KBytes       
[  4] 259.00-260.00 sec  2.50 MBytes  2559 KBytes/sec    1   1.41 KBytes       
[  4] 260.00-261.00 sec  0.00 Bytes  0.00 KBytes/sec    1   1.41 KBytes       
[  4] 261.00-262.00 sec  0.00 Bytes  0.00 KBytes/sec    1   1.41 KBytes       
[  4] 262.00-263.00 sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4] 263.00-264.00 sec  8.75 MBytes  8965 KBytes/sec   73   2.83 KBytes       
[  4] 264.00-265.00 sec  0.00 Bytes  0.00 KBytes/sec    2   2.83 KBytes       
[  4] 265.00-266.00 sec  0.00 Bytes  0.00 KBytes/sec    6   2.83 KBytes       
[  4] 266.00-267.00 sec  0.00 Bytes  0.00 KBytes/sec    3   2.83 KBytes       
[  4] 267.00-268.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 268.00-269.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 269.00-270.00 sec  13.8 MBytes  14084 KBytes/sec   92    256 KBytes       
[  4] 270.00-271.00 sec  6.25 MBytes  6403 KBytes/sec    0    352 KBytes       
[  4] 271.00-272.00 sec  6.25 MBytes  6395 KBytes/sec    0    426 KBytes       
[  4] 272.00-273.00 sec  8.75 MBytes  8968 KBytes/sec    0    481 KBytes       
[  4] 273.00-274.00 sec  6.25 MBytes  6397 KBytes/sec   14   2.83 KBytes       
[  4] 274.00-275.00 sec  1.25 MBytes  1280 KBytes/sec   49   4.24 KBytes       
[  4] 275.00-276.00 sec  0.00 Bytes  0.00 KBytes/sec    5   4.24 KBytes       
[  4] 276.00-277.00 sec  0.00 Bytes  0.00 KBytes/sec    6   2.83 KBytes       
[  4] 277.00-278.00 sec  0.00 Bytes  0.00 KBytes/sec    1   1.41 KBytes       
[  4] 278.00-279.00 sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4] 279.00-280.00 sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4] 280.00-281.00 sec  0.00 Bytes  0.00 KBytes/sec    5   2.83 KBytes       
[  4] 281.00-282.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 282.00-283.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 283.00-284.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 284.00-285.00 sec  0.00 Bytes  0.00 KBytes/sec    0   2.83 KBytes       
[  4] 285.00-286.00 sec  0.00 Bytes  0.00 KBytes/sec    1   1.41 KBytes       
[  4] 286.00-287.00 sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
[  4] 287.00-288.00 sec  0.00 Bytes  0.00 KBytes/sec    0   1.41 KBytes       
